"image_id","folder","image_url","masking_url","length_pred","waist_pred","length_conf","waist_conf","total_conf"
"547789","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/547789.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/547789_bottom.jpg","숏","판별불가","0.2788","0.5594","0.8383"
"1260815","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1260815.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1260815_bottom.jpg","카프리","판별불가","0.2577","0.5417","0.7994"
"999772","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/999772.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/999772_bottom.jpg","초숏","normal","0.4633","0.439","0.9023"
"1121812","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1121812.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1121812_bottom.jpg","버뮤다","판별불가","0.3056","0.457","0.7627"
"1037134","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1037134.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1037134_bottom.jpg","맥시","normal","0.274","0.5841","0.8582"
"894624","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/894624.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/894624_bottom.jpg","판별불가","판별불가","0.2576","0.5783","0.8359"
"56151","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/56151.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/56151_bottom.jpg","발목","판별불가","0.3731","0.4519","0.825"
"1250317","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1250317.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1250317_bottom.jpg","미디","판별불가","0.3172","0.5417","0.8588"
"562069","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/562069.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/562069_bottom.jpg","숏","normal","0.3128","0.5381","0.8509"
"931565","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/931565.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/931565_bottom.jpg","카프리","판별불가","0.352","0.4641","0.8161"
"204320","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/204320.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/204320_bottom.jpg","초숏","판별불가","0.398","0.5118","0.9098"
"1015054","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1015054.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1015054_bottom.jpg","버뮤다","판별불가","0.3757","0.4186","0.7943"
"726922","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/726922.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/726922_bottom.jpg","맥시","판별불가","0.4112","0.4519","0.8632"
"721956","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/721956.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/721956_bottom.jpg","판별불가","판별불가","0.2437","0.5949","0.8386"
"476102","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/476102.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/476102_bottom.jpg","발목","판별불가","0.2596","0.5855","0.8451"
"1216138","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1216138.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1216138_bottom.jpg","미디","normal","0.5057","0.3705","0.8762"
"561552","retro","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/retro/561552.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/561552_bottom.jpg","숏","판별불가","0.344","0.5253","0.8692"
"754546","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/754546.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/754546_bottom.jpg","카프리","normal","0.3526","0.4732","0.8259"
"809803","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/809803.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/809803_bottom.jpg","초숏","하이웨이스트","0.5348","0.3868","0.9216"
"118373","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/118373.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/118373_bottom.jpg","버뮤다","판별불가","0.2624","0.6208","0.8832"
"401126","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/401126.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/401126_bottom.jpg","맥시","판별불가","0.4134","0.457","0.8704"
"946956","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/946956.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/946956_bottom.jpg","판별불가","판별불가","0.3474","0.4955","0.8429"
"139009","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/139009.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/139009_bottom.jpg","발목","normal","0.2423","0.6193","0.8616"
"1117286","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1117286.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1117286_bottom.jpg","미디","판별불가","0.2989","0.6048","0.9037"
"1191173","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1191173.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1191173_bottom.jpg","숏","normal","0.4434","0.4344","0.8778"
"785495","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/785495.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/785495_bottom.jpg","카프리","하이웨이스트","0.3119","0.5581","0.87"
"1179246","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1179246.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1179246_bottom.jpg","초숏","판별불가","0.2496","0.6787","0.9284"
"1173115","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1173115.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1173115_bottom.jpg","버뮤다","normal","0.2461","0.6414","0.8875"
"984158","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/984158.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/984158_bottom.jpg","맥시","normal","0.3696","0.5218","0.8914"
"895825","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/895825.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/895825_bottom.jpg","판별불가","normal","0.4116","0.4637","0.8753"
"689951","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/689951.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/689951_bottom.jpg","발목","판별불가","0.4032","0.459","0.8622"
"497709","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/497709.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/497709_bottom.jpg","미디","normal","0.3142","0.5968","0.911"
"1159980","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1159980.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1159980_bottom.jpg","숏","하이웨이스트","0.4605","0.4406","0.9011"
"1323047","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1323047.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1323047_bottom.jpg","카프리","normal","0.3074","0.5752","0.8825"
"828264","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/828264.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/828264_bottom.jpg","초숏","하이웨이스트","0.4695","0.488","0.9575"
"114743","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/114743.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/114743_bottom.jpg","버뮤다","판별불가","0.3814","0.5133","0.8947"
"839612","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/839612.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/839612_bottom.jpg","맥시","판별불가","0.2379","0.6812","0.9192"
"425776","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/425776.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/425776_bottom.jpg","판별불가","판별불가","0.3371","0.5454","0.8825"
"424733","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/424733.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/424733_bottom.jpg","발목","normal","0.3396","0.523","0.8626"
"1135559","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1135559.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1135559_bottom.jpg","미디","판별불가","0.3875","0.5389","0.9264"
"768219","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/768219.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/768219_bottom.jpg","숏","하이웨이스트","0.3629","0.5582","0.9211"
"242716","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/242716.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/242716_bottom.jpg","카프리","normal","0.5608","0.3405","0.9013"
"1259332","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1259332.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1259332_bottom.jpg","초숏","normal","0.4587","0.5082","0.9669"
"1086991","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1086991.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1086991_bottom.jpg","버뮤다","판별불가","0.4059","0.4917","0.8976"
"1273665","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1273665.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1273665_bottom.jpg","맥시","normal","0.4464","0.478","0.9244"
"1326072","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1326072.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1326072_bottom.jpg","판별불가","판별불가","0.3143","0.5814","0.8957"
"239724","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/239724.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/239724_bottom.jpg","발목","normal","0.3738","0.4934","0.8672"
"510373","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/510373.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/510373_bottom.jpg","미디","normal","0.3505","0.5763","0.9268"
"621960","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/621960.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/621960_bottom.jpg","숏","normal","0.4339","0.5197","0.9536"
"164523","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/164523.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/164523_bottom.jpg","카프리","normal","0.2805","0.6292","0.9097"
"1317385","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/1317385.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1317385_bottom.jpg","초숏","normal","0.3489","0.6197","0.9686"
"248371","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/248371.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/248371_bottom.jpg","버뮤다","판별불가","0.2674","0.6393","0.9067"
"594192","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/594192.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/594192_bottom.jpg","맥시","normal","0.387","0.5437","0.9307"
"1146990","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1146990.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1146990_bottom.jpg","판별불가","normal","0.3015","0.6012","0.9027"
"1098954","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1098954.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1098954_bottom.jpg","발목","하이웨이스트","0.3981","0.4744","0.8725"
"725926","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/725926.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/725926_bottom.jpg","미디","normal","0.4238","0.5243","0.9481"
"840046","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/840046.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/840046_bottom.jpg","숏","하이웨이스트","0.5559","0.4008","0.9566"
"1137283","mannish","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/mannish/1137283.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1137283_bottom.jpg","카프리","판별불가","0.2337","0.6768","0.9106"
"892778","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/892778.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/892778_bottom.jpg","초숏","normal","0.5255","0.4479","0.9735"
"1084670","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1084670.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1084670_bottom.jpg","버뮤다","normal","0.3722","0.5479","0.92"
"415154","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/415154.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/415154_bottom.jpg","맥시","판별불가","0.3234","0.6086","0.932"
"1197581","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1197581.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1197581_bottom.jpg","판별불가","하이웨이스트","0.4646","0.4462","0.9108"
"871728","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/871728.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/871728_bottom.jpg","발목","normal","0.2479","0.6256","0.8735"
"1141704","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1141704.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1141704_bottom.jpg","미디","normal","0.3981","0.5573","0.9554"
"1096877","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1096877.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1096877_bottom.jpg","숏","하이웨이스트","0.4345","0.5256","0.9601"
"238918","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/238918.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/238918_bottom.jpg","카프리","normal","0.2658","0.6475","0.9133"
"539726","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/539726.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/539726_bottom.jpg","초숏","하이웨이스트","0.5291","0.4575","0.9866"
"820558","avant_garde","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/avant_garde/820558.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/820558_bottom.jpg","버뮤다","하이웨이스트","0.5302","0.3936","0.9239"
"703198","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/703198.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/703198_bottom.jpg","맥시","판별불가","0.3014","0.6363","0.9377"
"648398","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/648398.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/648398_bottom.jpg","판별불가","판별불가","0.3272","0.6014","0.9286"
"728924","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/728924.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/728924_bottom.jpg","발목","normal","0.236","0.6388","0.8748"
"1164474","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1164474.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1164474_bottom.jpg","미디","판별불가","0.3624","0.6151","0.9775"
"99677","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/99677.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/99677_bottom.jpg","숏","하이웨이스트","0.5162","0.4529","0.9691"
"807708","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/807708.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/807708_bottom.jpg","카프리","normal","0.2774","0.6364","0.9138"
"1330712","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1330712.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1330712_bottom.jpg","초숏","판별불가","0.2354","0.7523","0.9876"
"1267556","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1267556.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1267556_bottom.jpg","버뮤다","normal","0.4403","0.4855","0.9258"
"344779","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/344779.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/344779_bottom.jpg","맥시","normal","0.3847","0.595","0.9797"
"747022","mannish","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/mannish/747022.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/747022_bottom.jpg","판별불가","판별불가","0.3702","0.5871","0.9573"
"1011885","mannish","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/mannish/1011885.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1011885_bottom.jpg","발목","판별불가","0.415","0.4653","0.8802"
"268592","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/268592.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/268592_bottom.jpg","미디","판별불가","0.5621","0.4317","0.9938"
"967802","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/967802.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/967802_bottom.jpg","숏","normal","0.5025","0.4672","0.9696"
"925204","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/925204.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/925204_bottom.jpg","카프리","판별불가","0.3794","0.5563","0.9357"
"894696","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/894696.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/894696_bottom.jpg","초숏","normal","0.5138","0.4759","0.9897"
"697547","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/697547.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/697547_bottom.jpg","버뮤다","normal","0.3362","0.6075","0.9437"
"217380","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/217380.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/217380_bottom.jpg","맥시","판별불가","0.5148","0.4966","1.0114"
"1281589","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1281589.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1281589_bottom.jpg","판별불가","판별불가","0.3279","0.6388","0.9666"
"68000","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/68000.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/68000_bottom.jpg","발목","normal","0.3582","0.5384","0.8966"
"748185","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/748185.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/748185_bottom.jpg","미디","판별불가","0.4942","0.501","0.9952"
"1021343","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1021343.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1021343_bottom.jpg","숏","판별불가","0.4397","0.5466","0.9863"
"1280824","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/1280824.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1280824_bottom.jpg","카프리","판별불가","0.4429","0.5066","0.9494"
"1029321","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1029321.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/1029321_bottom.jpg","초숏","판별불가","0.2505","0.742","0.9925"
"330971","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/330971.jpg","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/masking_data/330971_bottom.jpg","버뮤다","normal","0.3595","0.5858","0.9453"
