"image_id","folder","image_url","pp_pred","ps_pred","trim_pred","collected_by"
"786231","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/786231.jpg","none","none","banded","trim"
"1238623","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/1238623.jpg","none","none","banded","trim"
"114688","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/114688.jpg","allover","medium","standard","pp,ps"
"164928","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/164928.jpg","none","medium","standard","ps"
"496780","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/496780.jpg","none","none","banded","trim"
"1326409","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1326409.jpg","none","none","banded","trim"
"246824","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/246824.jpg","none","none","banded","trim"
"887836","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/887836.jpg","none","medium","standard","ps"
"363734","mannish","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/mannish/363734.jpg","none","none","banded","trim"
"153156","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/153156.jpg","none","medium","banded","trim,ps"
"1344637","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1344637.jpg","none","none","banded","trim"
"93744","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/93744.jpg","none","none","banded","trim"
"699183","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/699183.jpg","none","small","standard","ps"
"499505","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/499505.jpg","none","none","banded","trim"
"1313706","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1313706.jpg","none","none","banded","trim"
"1305201","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1305201.jpg","none","none","banded","trim"
"17261","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/17261.jpg","none","medium","standard","ps"
"1247624","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1247624.jpg","none","none","banded","trim"
"647285","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/647285.jpg","none","none","frayed","trim"
"1157789","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1157789.jpg","none","medium","standard","ps"
"1220142","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1220142.jpg","none","none","banded","trim"
"308873","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/308873.jpg","none","none","raw","trim"
"1190208","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1190208.jpg","none","none","banded","trim"
"1052525","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1052525.jpg","none","small","standard","ps"
"860999","retro","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/retro/860999.jpg","allover","medium","standard","pp,ps"
"33295","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/33295.jpg","none","none","banded","trim"
"734563","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/734563.jpg","none","none","banded","trim"
"975164","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/975164.jpg","none","medium","standard","ps"
"1020480","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1020480.jpg","none","none","frayed","trim"
"1035435","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1035435.jpg","none","small","standard","ps"
"1198927","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1198927.jpg","none","none","banded","trim"
"973461","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/973461.jpg","none","small","standard","ps"
"769506","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/769506.jpg","none","small","frayed","trim,ps"
"777096","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/777096.jpg","none","none","banded","trim"
"890778","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/890778.jpg","none","none","banded","trim"
"1133385","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1133385.jpg","none","none","frayed","trim"
"392564","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/392564.jpg","none","small","standard","ps"
"538529","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/538529.jpg","none","none","banded","trim"
"709191","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/709191.jpg","none","small","banded","trim,ps"
"1042933","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1042933.jpg","none","none","banded","trim"
"151921","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/151921.jpg","none","none","banded","trim"
"1083585","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1083585.jpg","none","none","banded","trim"
"650307","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/650307.jpg","none","none","banded","trim"
"78993","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/78993.jpg","none","none","raw","trim"
"9185","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/9185.jpg","none","small","standard","ps"
"1071918","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1071918.jpg","allover","medium","standard","pp,ps"
"386905","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/386905.jpg","none","none","banded","trim"
"500956","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/500956.jpg","none","none","banded","trim"
"390967","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/390967.jpg","none","small","standard","ps"
"1331607","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1331607.jpg","none","none","banded","trim"
"718634","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/718634.jpg","none","none","banded","trim"
"1287602","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1287602.jpg","none","none","banded","trim"
"104081","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/104081.jpg","none","medium","standard","ps"
"1253747","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1253747.jpg","none","none","banded","trim"
"378715","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/378715.jpg","none","none","banded","trim"
"462843","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/462843.jpg","none","none","banded","trim"
"687904","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/687904.jpg","none","none","banded","trim"
"1258211","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/1258211.jpg","none","small","banded","trim,ps"
"1320798","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1320798.jpg","none","none","raw","trim"
"1094638","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1094638.jpg","none","none","banded","trim"
"687883","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/687883.jpg","none","none","banded","trim"
"1226152","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1226152.jpg","none","none","raw","trim"
"1032900","tomboy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/tomboy/1032900.jpg","none","medium","banded","trim,ps"
"1321918","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1321918.jpg","none","none","banded","trim"
"755766","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/755766.jpg","none","none","banded","trim"
"1090018","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1090018.jpg","none","none","banded","trim"
"1197947","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/1197947.jpg","none","none","banded","trim"
"597376","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/597376.jpg","none","medium","standard","ps"
"258260","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/258260.jpg","none","none","banded","trim"
"809270","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/809270.jpg","none","medium","standard","ps"
"1259802","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/1259802.jpg","none","none","banded","trim"
"619288","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/619288.jpg","none","none","banded","trim"
"167517","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/167517.jpg","allover","medium","standard","pp,ps"
"747765","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/747765.jpg","none","none","banded","trim"
"196332","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/196332.jpg","none","medium","standard","ps"
"56713","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/56713.jpg","allover","medium","standard","pp,ps"
"522483","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/522483.jpg","none","none","banded","trim"
"63771","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/63771.jpg","allover","medium","standard","pp,ps"
"433171","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/433171.jpg","none","none","raw","trim"
"460446","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/460446.jpg","allover","medium","raw","trim,pp,ps"
"1167683","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1167683.jpg","none","small","standard","ps"
"1309299","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1309299.jpg","none","medium","standard","ps"
"758095","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/758095.jpg","none","none","banded","trim"
"156574","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/156574.jpg","none","medium","standard","ps"
"568733","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/568733.jpg","none","none","banded","trim"
"822093","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/822093.jpg","none","medium","banded","trim,ps"
"1194955","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1194955.jpg","none","none","frayed","trim"
"274896","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/274896.jpg","none","none","raw","trim"
"612018","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/612018.jpg","none","none","banded","trim"
"802952","tomboy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/tomboy/802952.jpg","none","none","banded","trim"
"1187792","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1187792.jpg","none","small","standard","ps"
"851491","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/851491.jpg","none","none","banded","trim"
"480458","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/480458.jpg","none","none","banded","trim"
"1252340","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1252340.jpg","none","none","banded","trim"
"1221490","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1221490.jpg","none","small","banded","trim,ps"
"522465","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/522465.jpg","none","none","frayed","trim"
"35090","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/35090.jpg","none","none","banded","trim"
"1234874","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1234874.jpg","none","none","banded","trim"
"949200","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/949200.jpg","none","none","banded","trim"
"461510","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/461510.jpg","allover","medium","standard","pp,ps"
"407760","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/407760.jpg","none","medium","standard","ps"
"844828","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/844828.jpg","none","medium","standard","ps"
"285276","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/285276.jpg","none","none","banded","trim"
"385817","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/385817.jpg","none","none","banded","trim"
"851423","sporty","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sporty/851423.jpg","none","small","banded","trim,ps"
"608368","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/608368.jpg","none","small","standard","ps"
"1222508","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1222508.jpg","none","none","banded","trim"
"603273","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/603273.jpg","none","medium","standard","ps"
"580364","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/580364.jpg","none","medium","standard","ps"
"153573","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/153573.jpg","none","none","banded","trim"
"167122","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/167122.jpg","allover","medium","standard","pp,ps"
"810917","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/810917.jpg","none","small","standard","ps"
"1163534","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1163534.jpg","none","medium","standard","ps"
"1108099","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1108099.jpg","none","none","banded","trim"
"273870","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/273870.jpg","none","medium","standard","ps"
"236938","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/236938.jpg","none","medium","raw","trim,ps"
"32022","genderless","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/genderless/32022.jpg","none","medium","banded","trim,ps"
"127892","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/127892.jpg","none","none","banded","trim"
"131741","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/131741.jpg","none","none","raw","trim"
"713201","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/713201.jpg","none","small","standard","ps"
"874713","tomboy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/tomboy/874713.jpg","none","none","banded","trim"
"864949","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/864949.jpg","none","none","banded","trim"
"497230","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/497230.jpg","none","large","banded","trim,ps"
"1265271","sophisticated","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sophisticated/1265271.jpg","none","none","banded","trim"
"681390","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/681390.jpg","none","medium","standard","ps"
"554691","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/554691.jpg","none","medium","standard","ps"
"179589","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/179589.jpg","none","none","raw","trim"
"1072043","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1072043.jpg","none","medium","standard","ps"
"164795","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/164795.jpg","allover","medium","standard","pp,ps"
"1071185","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1071185.jpg","allover","medium","standard","pp,ps"
"484214","oriental","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/oriental/484214.jpg","none","small","raw","trim,ps"
"499567","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/499567.jpg","none","none","frayed","trim"
"1331277","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/1331277.jpg","none","none","rolled","trim"
"582578","avant_garde","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/avant_garde/582578.jpg","none","medium","standard","ps"
"439439","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/439439.jpg","none","medium","banded","ps"
"448662","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/448662.jpg","none","medium","standard","ps"
"1050769","country","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/country/1050769.jpg","none","medium","banded","ps"
"384512","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/384512.jpg","none","small","banded","ps"
"1351221","etc","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/etc/1351221.jpg","none","small","banded","ps"
"893326","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/893326.jpg","none","small","banded","ps"
"481301","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/481301.jpg","none","none","raw","trim"
"814871","street","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/street/814871.jpg","none","small","standard","ps"
"1158826","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/1158826.jpg","none","none","raw","trim"
"458545","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/458545.jpg","none","medium","standard","ps"
"701832","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/701832.jpg","allover","medium","standard","pp,ps"
"186545","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/186545.jpg","none","none","raw","trim"
"1076939","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1076939.jpg","none","none","unknown","trim"
"662219","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/662219.jpg","none","small","banded","ps"
"133593","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/133593.jpg","none","medium","standard","ps"
"480639","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/480639.jpg","none","medium","banded","ps"
"991591","sexy","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/sexy/991591.jpg","none","small","standard","ps"
"291756","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/291756.jpg","none","medium","standard","ps"
"154617","kitsch","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/kitsch/154617.jpg","none","small","banded","ps"
"175165","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/175165.jpg","allover","medium","standard","pp,ps"
"1186378","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/1186378.jpg","none","small","standard","ps"
"698319","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/698319.jpg","none","medium","standard","ps"
"1192874","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/1192874.jpg","none","none","raw","trim"
"812062","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/812062.jpg","none","medium","standard","ps"
"963651","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/963651.jpg","none","medium","standard","ps"
"160231","modern","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/modern/160231.jpg","none","medium","standard","ps"
"147809","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/147809.jpg","allover","medium","raw","trim,pp,ps"
"579096","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/579096.jpg","none","medium","standard","ps"
"815188","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/815188.jpg","allover","medium","standard","pp,ps"
"754888","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/754888.jpg","none","small","standard","ps"
"537204","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/537204.jpg","none","none","raw","trim"
"458273","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/458273.jpg","allover","medium","standard","pp,ps"
"545407","oriental","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/oriental/545407.jpg","none","medium","standard","ps"
"1029878","classic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/classic/1029878.jpg","none","small","banded","ps"
"69750","feminine","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/feminine/69750.jpg","allover","medium","standard","pp,ps"
"503711","romantic","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/romantic/503711.jpg","none","small","standard","ps"
"971493","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/971493.jpg","none","medium","raw","trim,ps"
"552909","hippie","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/hippie/552909.jpg","none","medium","standard","ps"
"321991","resort","https://pub-5966bf5d84f948c983500b6d9547eec9.r2.dev/image/resort/321991.jpg","allover","medium","standard","pp,ps"
